RBG_CYC_83758_Nw_c0_41V_40C_180416_Lowercutoff_100DOD_C3C3_0000_11_3 (300407 Points)
Capacity (mAh)	Voltage (V)
44.84	3.5354
50.45	3.5528
56.05	3.5717
61.66	3.5903
67.26	3.6086
72.87	3.6228
78.47	3.6352
84.08	3.6449
89.68	3.6542
95.29	3.6641
100.89	3.6743
106.5	3.6861
112.1	3.6991
117.71	3.7143
123.31	3.731
128.92	3.7506
134.52	3.772
140.13	3.7946
145.73	3.8191
151.34	3.8442
156.94	3.8693
162.55	3.895
168.15	3.9208
173.76	3.9462
179.36	3.9716
184.97	3.9973
190.57	4.0243
196.18	4.0519
201.78	4.0804
206.86	4.0984
208.96	4.0984
209.51	4.0984
0	4.0869
5.61	4.0395
11.21	4.0057
16.82	3.9707
22.42	3.9332
28.03	3.9015
33.63	3.874
39.24	3.8479
44.84	3.8222
50.45	3.7971
56.05	3.7717
61.66	3.7468
67.26	3.7224
72.87	3.6994
78.47	3.6777
84.08	3.6585
89.68	3.6408
95.29	3.6253
100.89	3.612
106.5	3.5993
112.1	3.5881
117.71	3.5773
123.31	3.5664
128.92	3.5556
134.52	3.5441
140.13	3.5317
145.73	3.5174
151.34	3.501
156.94	3.4821
162.55	3.4626
168.15	3.4486
173.76	3.435
179.36	3.4195
184.97	3.4024
190.57	3.382
196.18	3.3432
199.63	3.293
201.78	3.2521
203.89	3.2021
205.69	3.1519
207.16	3.1011
207.39	3.0936
208.56	3.0434
209.46	2.9994
0	3.0323
0.49	3.0828
1.23	3.133
2.28	3.1832
3.62	3.2335
5.32	3.2837
5.61	3.2905
7.77	3.3407
10.52	3.3909
11.21	3.4012
15.25	3.4514
16.82	3.4604
22.42	3.4765
28.03	3.4911
33.63	3.506
39.24	3.5202
44.84	3.5357
50.45	3.5531
56.05	3.572
61.66	3.5903
67.26	3.6086
72.87	3.6228
78.47	3.6356
84.08	3.6452
89.68	3.6545
95.29	3.6641
100.89	3.6743
106.5	3.6858
112.1	3.6991
117.71	3.7143
123.31	3.7313
128.92	3.7509
134.52	3.7723
140.13	3.7949
145.73	3.8194
151.34	3.8442
156.94	3.8699
162.55	3.8953
168.15	3.9208
173.76	3.9465
179.36	3.9716
184.97	3.998
190.57	4.0249
196.18	4.0525
201.78	4.0811
206.83	4.0984
208.91	4.0984
209.46	4.0984
0	4.0863
5.61	4.0395
11.21	4.0057
16.82	3.9704
22.42	3.9332
28.03	3.9012
33.63	3.8736
39.24	3.8479
44.84	3.8225
50.45	3.7971
56.05	3.772
61.66	3.7465
67.26	3.7224
72.87	3.6991
78.47	3.6777
84.08	3.6585
89.68	3.6408
95.29	3.6253
100.89	3.612
106.5	3.5993
112.1	3.5881
117.71	3.5773
123.31	3.5667
128.92	3.5553
134.52	3.5441
140.13	3.5317
145.73	3.5171
151.34	3.501
156.94	3.4821
162.55	3.4626
168.15	3.4486
173.76	3.435
179.36	3.4198
184.97	3.4024
190.57	3.382
196.18	3.3426
199.61	3.2924
201.78	3.2511
203.89	3.2009
205.67	3.1507
207.14	3.1005
207.39	3.0924
208.58	3.0412
209.42	2.9988
0	3.0313
0.49	3.0828
1.25	3.133
2.28	3.1832
3.66	3.2341
5.36	3.2843
5.61	3.2899
7.77	3.3401
10.5	3.3903
11.21	3.4009
15.26	3.4511
16.82	3.4601
22.42	3.4765
28.03	3.4914
33.63	3.506
39.24	3.5202
44.84	3.5354
50.45	3.5531
56.05	3.572
61.66	3.5903
67.26	3.6086
72.87	3.6228
78.47	3.6356
84.08	3.6452
89.68	3.6542
95.29	3.6641
100.89	3.6743
106.5	3.6861
112.1	3.6994
117.71	3.7143
123.31	3.731
128.92	3.7506
134.52	3.772
140.13	3.7949
145.73	3.8191
151.34	3.8442
156.94	3.8699
162.55	3.8957
168.15	3.9211
173.76	3.9465
179.36	3.9716
184.97	3.9977
190.57	4.0246
196.18	4.0522
201.78	4.0807
206.84	4.0984
208.92	4.0984
209.46	4.0984
0	4.0869
5.61	4.0395
11.21	4.006
16.82	3.9707
22.42	3.9332
28.03	3.9015
33.63	3.8736
39.24	3.8476
44.84	3.8222
50.45	3.7971
56.05	3.7717
61.66	3.7465
67.26	3.7224
72.87	3.6994
78.47	3.678
84.08	3.6585
89.68	3.6408
95.29	3.625
100.89	3.6114
106.5	3.5993
112.1	3.5881
117.71	3.5773
123.31	3.5667
128.92	3.5556
134.52	3.5441
140.13	3.5317
145.73	3.5174
151.34	3.501
156.94	3.4821
162.55	3.4623
168.15	3.4483
173.76	3.4347
179.36	3.4195
184.97	3.4024
190.57	3.382
196.18	3.3423
199.61	3.2921
201.78	3.2505
203.89	3.2003
205.67	3.1501
207.14	3.0998
207.39	3.0905
208.58	3.04
209.4	2.9988
0	3.031
0.49	3.0812
1.23	3.1312
2.26	3.1817
3.61	3.2322
5.32	3.2824
5.61	3.2893
7.75	3.3395
10.48	3.3897
11.21	3.4009
15.26	3.4511
16.82	3.4601
22.42	3.4765
28.03	3.4914
33.63	3.506
39.24	3.5202
44.84	3.5357
50.45	3.5531
56.05	3.5717
61.66	3.59
67.26	3.6083
72.87	3.6225
78.47	3.6352
84.08	3.6452
89.68	3.6542
95.29	3.6641
100.89	3.6743
106.5	3.6861
112.1	3.6991
117.71	3.7143
123.31	3.7313
128.92	3.7506
134.52	3.7723
140.13	3.7949
145.73	3.8194
151.34	3.8445
156.94	3.8699
162.55	3.8953
168.15	3.9211
173.76	3.9465
179.36	3.9716
184.97	3.998
190.57	4.0246
196.18	4.0525
201.78	4.0811
206.81	4.0984
208.88	4.0981
209.43	4.0981
0	4.0479
4.17	4.0479
5.62	4.0389
11.23	4.0057
16.82	3.9701
22.42	3.9326
28.03	3.9012
33.63	3.8733
39.24	3.8476
44.84	3.8222
50.45	3.7968
56.05	3.7713
61.66	3.7462
67.26	3.722
72.87	3.6988
78.47	3.6774
84.08	3.6582
89.68	3.6408
95.29	3.6253
100.89	3.6117
106.5	3.5993
112.1	3.5881
117.71	3.577
123.31	3.5664
128.92	3.5549
134.52	3.5438
140.13	3.5314
145.73	3.5171
151.34	3.5007
156.94	3.4815
162.55	3.4623
168.15	3.4486
173.76	3.4347
179.36	3.4192
184.97	3.4018
190.57	3.381
196.18	3.341
199.58	3.2908
201.78	3.2477
203.89	3.1972
205.65	3.147
207.11	3.0967
207.39	3.0871
208.54	3.0366
209.29	2.9997
0	3.0313
0.47	3.0815
1.21	3.1315
2.26	3.182
3.61	3.2322
5.29	3.2824
5.61	3.2902
7.77	3.3404
10.52	3.3906
11.21	3.4015
15.3	3.4517
16.82	3.4604
22.42	3.4768
28.03	3.4914
33.63	3.506
39.24	3.5199
44.84	3.5354
50.45	3.5528
56.05	3.5717
61.66	3.59
67.26	3.6086
72.87	3.6228
78.47	3.6352
84.08	3.6452
89.68	3.6545
95.29	3.6641
100.89	3.6743
106.5	3.6858
112.1	3.6991
117.71	3.7146
123.31	3.7313
128.92	3.7509
134.52	3.7723
140.13	3.7952
145.73	3.8194
151.34	3.8445
156.94	3.8702
162.55	3.8957
168.15	3.9211
173.76	3.9465
179.36	3.9719
184.97	3.998
190.57	4.0249
196.18	4.0531
201.78	4.0814
206.79	4.0984
208.83	4.0984
209.36	4.0984
0	4.086
5.61	4.0395
11.21	4.0057
16.82	3.9707
22.42	3.9332
28.03	3.9012
33.63	3.8733
39.24	3.8473
44.84	3.8222
50.45	3.7968
56.05	3.7713
61.66	3.7465
67.26	3.7224
72.87	3.6991
78.47	3.6777
84.08	3.6585
89.68	3.6408
95.29	3.6253
100.89	3.6117
106.5	3.5993
112.1	3.5881
117.71	3.5773
123.31	3.5667
128.92	3.5553
134.52	3.5441
140.13	3.5314
145.73	3.5171
151.34	3.501
156.94	3.4815
162.55	3.4623
168.15	3.4486
173.76	3.4347
179.36	3.4192
184.97	3.4018
190.57	3.381
196.18	3.341
199.58	3.2908
201.78	3.248
203.89	3.1978
205.65	3.1476
207.11	3.0974
207.39	3.0874
208.54	3.0369
209.31	2.9988
0	3.0347
0.52	3.0853
1.31	3.1355
2.37	3.186
3.74	3.2362
5.46	3.2862
5.61	3.2893
7.75	3.3395
10.5	3.3897
11.21	3.4009
15.25	3.4511
16.82	3.4601
22.42	3.4765
28.03	3.4914
33.63	3.506
39.24	3.5202
44.84	3.5354
50.45	3.5528
56.05	3.5717
61.66	3.59
67.26	3.6083
72.87	3.6228
78.47	3.6352
84.08	3.6452
89.68	3.6542
95.29	3.6638
100.89	3.6743
106.5	3.6858
112.1	3.6994
117.71	3.7146
123.31	3.7317
128.92	3.7509
134.52	3.7723
140.13	3.7952
145.73	3.8194
151.34	3.8448
156.94	3.8702
162.55	3.896
168.15	3.9217
173.76	3.9471
179.36	3.9722
184.97	3.9983
190.57	4.0252
196.18	4.0531
201.78	4.0814
206.78	4.0981
208.82	4.0984
209.31	4.0984
0	4.0869
5.61	4.0395
11.21	4.0057
16.82	3.9704
22.42	3.9329
28.03	3.9012
33.63	3.8736
39.24	3.8476
44.84	3.8222
50.45	3.7971
56.05	3.7713
61.66	3.7462
67.26	3.722
72.87	3.6991
78.47	3.6777
84.08	3.6585
89.68	3.6408
95.29	3.625
100.89	3.6117
106.5	3.5993
112.1	3.5881
117.71	3.577
123.31	3.5664
128.92	3.5553
134.52	3.5438
140.13	3.5314
145.73	3.5168
151.34	3.5004
156.94	3.4815
162.55	3.4619
168.15	3.4483
173.76	3.4347
179.36	3.4192
184.97	3.4018
190.57	3.381
196.18	3.3407
199.52	3.2905
201.78	3.2468
203.87	3.1966
205.61	3.1463
207.07	3.0958
207.39	3.0846
208.54	3.0341
209.24	2.9991
0	3.0354
0.52	3.0856
1.31	3.1364
2.37	3.187
3.76	3.2372
5.47	3.2877
5.61	3.2899
7.75	3.3401
10.5	3.3903
11.21	3.4009
15.23	3.4511
16.82	3.4604
22.42	3.4768
28.03	3.4914
33.63	3.5063
39.24	3.5205
44.84	3.5354
50.45	3.5528
56.05	3.5714
61.66	3.59
67.26	3.6083
72.87	3.6225
78.47	3.6352
84.08	3.6452
89.68	3.6542
95.29	3.6641
100.89	3.6746
106.5	3.6861
112.1	3.6994
117.71	3.7149
123.31	3.732
128.92	3.7512
134.52	3.7726
140.13	3.7952
145.73	3.8194
151.34	3.8448
156.94	3.8702
162.55	3.896
168.15	3.9217
173.76	3.9471
179.36	3.9725
184.97	3.9986
190.57	4.0256
196.18	4.0535
201.78	4.082
206.75	4.0981
208.78	4.0981
209.29	4.0981
0	4.0869
5.61	4.0392
11.21	4.0057
16.82	3.9704
22.42	3.9329
28.03	3.9012
33.63	3.874
39.24	3.8479
44.84	3.8225
50.45	3.7971
56.05	3.7717
61.66	3.7468
67.26	3.7224
72.87	3.6991
78.47	3.6771
84.08	3.6579
89.68	3.6405
95.29	3.625
100.89	3.6114
106.5	3.599
112.1	3.5878
117.71	3.577
123.31	3.5664
128.92	3.5553
134.52	3.5438
140.13	3.5311
145.73	3.5165
151.34	3.5004
156.94	3.4812
162.55	3.4619
168.15	3.4483
173.76	3.4343
179.36	3.4192
184.97	3.4018
190.57	3.3813
196.18	3.3407
199.54	3.2905
201.78	3.2468
203.87	3.1963
205.63	3.1463
207.09	3.0955
207.39	3.0856
208.53	3.035
209.24	2.9994
0	3.0199
0.38	3.0701
1.11	3.1203
1.68	3.1494
2.86	3.1994
3.36	3.217
5	3.2672
5.04	3.2679
6.72	3.3091
8.41	3.3429
10.09	3.372
11.77	3.3968
13.45	3.4176
15.13	3.4337
16.81	3.4443
18.49	3.4502
20.17	3.4548
21.86	3.4585
23.54	3.4623
25.22	3.466
26.9	3.47
28.58	3.4734
30.26	3.4768
31.94	3.4802
33.62	3.484
35.31	3.4877
36.99	3.4914
38.67	3.4957
40.35	3.5001
42.03	3.5047
43.71	3.5094
45.39	3.515
47.07	3.5205
48.76	3.5267
50.44	3.5326
52.12	3.5382
53.8	3.5441
55.48	3.5497
57.16	3.5559
58.84	3.5621
60.52	3.5677
62.2	3.5729
63.89	3.5782
65.57	3.5832
67.25	3.5884
68.93	3.594
70.61	3.5996
72.29	3.6049
73.97	3.6086
75.65	3.6123
77.33	3.6154
79.02	3.6185
80.7	3.6216
82.38	3.6247
84.06	3.6278
85.74	3.6309
87.42	3.6346
89.1	3.6374
90.78	3.6405
92.47	3.6433
94.15	3.6461
95.83	3.6492
97.51	3.6523
99.19	3.6554
100.87	3.6585
102.55	3.6616
104.23	3.6647
105.92	3.6681
107.6	3.6715
109.28	3.6752
110.96	3.679
112.64	3.6827
114.32	3.687
116	3.691
117.68	3.6954
119.37	3.7
121.05	3.705
122.73	3.71
124.41	3.7152
126.09	3.7202
127.77	3.7258
129.45	3.7317
131.13	3.7372
132.81	3.7437
134.5	3.75
136.18	3.7562
137.86	3.7627
139.54	3.7695
141.22	3.7763
142.9	3.7828
144.58	3.7899
146.26	3.7971
147.95	3.8042
149.63	3.811
151.31	3.8182
152.99	3.8256
154.67	3.8327
156.35	3.8402
158.03	3.8473
159.71	3.855
161.39	3.8625
163.08	3.8696
164.76	3.8771
166.44	3.8848
168.12	3.8919
169.8	3.8997
171.48	3.9074
173.16	3.9152
174.84	3.9229
176.53	3.931
178.21	3.9391
179.89	3.9474
181.57	3.9558
183.25	3.9648
184.93	3.9735
186.61	3.9828
188.29	3.9927
189.97	4.0026
191.66	4.0119
193.34	4.0212
195.02	4.0299
196.7	4.038
198.38	4.0466
200.06	4.0547
201.74	4.0628
203.42	4.0714
205.1	4.0798
206.79	4.0882
208.47	4.0972
209.37	4.0981
0	4.0947
1.68	4.0767
3.36	4.0662
5.04	4.0559
6.72	4.046
8.41	4.0361
10.09	4.0268
11.77	4.0175
13.45	4.0076
15.13	3.998
16.81	3.9871
18.49	3.976
20.17	3.9648
21.85	3.953
23.54	3.9422
25.22	3.9319
26.9	3.9226
28.58	3.914
30.26	3.9053
31.94	3.8972
33.62	3.8895
35.3	3.8814
36.99	3.874
38.67	3.8662
40.35	3.8585
42.03	3.851
43.71	3.8439
45.39	3.8368
47.07	3.8293
48.75	3.8222
50.43	3.8151
52.12	3.8073
53.8	3.8002
55.48	3.793
57.16	3.7859
58.84	3.7788
60.52	3.7717
62.2	3.7648
63.88	3.7574
65.57	3.7506
67.25	3.7441
68.93	3.7372
70.61	3.7304
72.29	3.7242
73.97	3.718
75.65	3.7118
77.33	3.7053
79.01	3.6994
80.7	3.6938
82.38	3.6886
84.06	3.6833
85.74	3.6777
87.42	3.6728
89.1	3.6681
90.78	3.6635
92.46	3.6588
94.15	3.6542
95.83	3.6501
97.51	3.6461
99.19	3.6424
100.87	3.6387
102.55	3.6349
104.23	3.6312
105.91	3.6275
107.59	3.6238
109.28	3.6207
110.96	3.6173
112.64	3.6139
114.32	3.6101
116	3.6064
117.68	3.603
119.36	3.5993
121.04	3.5959
122.72	3.5921
124.41	3.589
126.09	3.5856
127.77	3.5822
129.45	3.5785
131.13	3.5748
132.81	3.5714
134.49	3.5677
136.17	3.5636
137.85	3.5596
139.54	3.5556
141.22	3.5518
142.9	3.5478
144.58	3.5438
146.26	3.5398
147.94	3.5351
149.62	3.5295
151.3	3.5239
152.99	3.5181
154.67	3.5119
156.35	3.5057
158.03	3.4995
159.71	3.4929
161.39	3.4861
163.07	3.479
164.75	3.4731
166.43	3.4691
168.12	3.4657
169.8	3.4626
171.48	3.4595
173.16	3.4564
174.84	3.4526
176.52	3.4495
178.2	3.4458
179.88	3.4424
181.56	3.4387
183.25	3.435
184.93	3.4312
186.61	3.4266
188.29	3.4219
189.97	3.4167
191.65	3.4099
193.33	3.4002
195.01	3.3866
196.7	3.3683
198.38	3.3457
200.06	3.32
201.74	3.2905
203.42	3.257
205.1	3.2186
206.78	3.1749
208.41	3.1246
208.46	3.1228
209.81	3.0726
210.14	3.0589
211.22	3.0087
211.39	2.9997
0	3.0096
0.54	3.0598
1.36	3.1098
1.68	3.1262
2.82	3.1764
3.36	3.1963
4.94	3.2465
5.04	3.249
6.72	3.2921
8.41	3.328
10.09	3.3581
11.77	3.3844
13.45	3.4071
15.13	3.425
16.81	3.4384
18.49	3.4468
20.17	3.452
21.86	3.4561
23.54	3.4598
25.22	3.4635
26.9	3.4669
28.58	3.4706
30.26	3.4743
31.94	3.4774
33.62	3.4812
35.31	3.4846
36.99	3.4883
38.67	3.492
40.35	3.4964
42.03	3.5007
43.71	3.505
45.39	3.51
47.07	3.5153
48.75	3.5212
50.44	3.5274
52.12	3.5332
53.8	3.5388
55.48	3.5444
57.16	3.5503
58.84	3.5562
60.52	3.5621
62.2	3.568
63.89	3.5732
65.57	3.5785
67.25	3.5832
68.93	3.5884
70.61	3.5937
72.29	3.5993
73.97	3.6042
75.65	3.6086
77.34	3.6123
79.02	3.6151
80.7	3.6182
82.38	3.6216
84.06	3.6247
85.74	3.6275
87.42	3.6309
89.1	3.6343
90.78	3.6374
92.47	3.6402
94.15	3.643
95.83	3.6461
97.51	3.6492
99.19	3.652
100.87	3.6551
102.55	3.6579
104.23	3.6613
105.91	3.6644
107.6	3.6675
109.28	3.6712
110.96	3.6749
112.64	3.6786
114.32	3.6824
116	3.6861
117.68	3.6907
119.36	3.6951
121.05	3.6997
122.73	3.7044
124.41	3.7093
126.09	3.7146
127.77	3.7196
129.45	3.7251
131.13	3.731
132.81	3.7369
134.49	3.7431
136.18	3.7493
137.86	3.7555
139.54	3.7617
141.22	3.7682
142.9	3.7754
144.58	3.7822
146.26	3.789
147.94	3.7965
149.63	3.8033
151.31	3.8101
152.99	3.8172
154.67	3.825
156.35	3.8318
158.03	3.8392
159.71	3.8467
161.39	3.8541
163.07	3.8612
164.76	3.8684
166.44	3.8761
168.12	3.8839
169.8	3.8913
171.48	3.8988
173.16	3.9065
174.84	3.914
176.52	3.922
178.21	3.9298
179.89	3.9381
181.57	3.9462
183.25	3.9546
184.93	3.9632
186.61	3.9722
188.29	3.9812
189.97	3.9911
191.65	4.0008
193.34	4.0104
195.02	4.0197
196.7	4.028
198.38	4.0364
200.06	4.0451
201.74	4.0531
203.42	4.0615
205.1	4.0702
206.78	4.0783
208.47	4.0866
210.15	4.0953
211.37	4.0984
0	4.0947
1.68	4.077
3.36	4.0662
5.04	4.0559
6.72	4.0463
8.41	4.0364
10.09	4.0268
11.77	4.0175
13.45	4.0079
15.13	3.998
16.81	3.9871
18.49	3.9763
20.17	3.9648
21.86	3.953
23.54	3.9422
25.22	3.9319
26.9	3.9226
28.58	3.914
30.26	3.9056
31.94	3.8975
33.62	3.8895
35.3	3.8817
36.99	3.874
38.67	3.8662
40.35	3.8585
42.03	3.8513
43.71	3.8439
45.39	3.8368
47.07	3.8293
48.75	3.8222
50.43	3.8151
52.12	3.8076
53.8	3.8002
55.48	3.7934
57.16	3.7862
58.84	3.7788
60.52	3.7713
62.2	3.7645
63.88	3.7574
65.57	3.7506
67.25	3.7441
68.93	3.7372
70.61	3.7307
72.29	3.7242
73.97	3.7177
75.65	3.7115
77.33	3.7053
79.01	3.6994
80.7	3.6938
82.38	3.6883
84.06	3.6827
85.74	3.6774
87.42	3.6728
89.1	3.6678
90.78	3.6631
92.46	3.6588
94.14	3.6542
95.83	3.6501
97.51	3.6461
99.19	3.6421
100.87	3.6387
102.55	3.6349
104.23	3.6309
105.91	3.6275
107.59	3.6241
109.27	3.6207
110.95	3.6173
112.64	3.6139
114.32	3.6101
116	3.6064
117.68	3.6027
119.36	3.5993
121.04	3.5959
122.72	3.5925
124.4	3.589
126.08	3.5856
127.77	3.5822
129.45	3.5785
131.13	3.5748
132.81	3.5711
134.49	3.5677
136.17	3.5636
137.85	3.5599
141.07	3.5522
141.21	3.5518
142.89	3.5481
144.58	3.5441
146.26	3.5398
147.94	3.5351
149.62	3.5298
151.3	3.5243
152.98	3.5181
154.66	3.5119
156.34	3.506
158.02	3.4995
159.71	3.4929
161.39	3.4858
163.07	3.4787
164.75	3.4731
166.43	3.4691
168.11	3.4657
169.79	3.4626
171.47	3.4595
173.15	3.4561
174.83	3.4526
176.52	3.4492
178.2	3.4458
179.88	3.4424
181.56	3.4387
183.24	3.435
184.92	3.4312
186.6	3.4266
188.28	3.4219
189.96	3.4167
191.65	3.4099
193.33	3.4002
195.01	3.3869
196.69	3.3683
198.37	3.3457
200.05	3.32
201.73	3.2905
203.41	3.257
205.09	3.2192
206.77	3.1752
208.41	3.125
208.46	3.1231
209.81	3.0729
210.14	3.0595
211.21	3.0093
211.4	2.9997
0	3.0084
0.54	3.0586
1.35	3.1088
1.68	3.1259
2.82	3.1764
3.36	3.1963
4.95	3.2465
5.04	3.249
6.72	3.2917
8.41	3.3274
10.09	3.3578
11.77	3.3838
13.45	3.4064
15.13	3.4247
16.81	3.4381
18.49	3.4468
20.17	3.452
21.85	3.4561
23.53	3.4598
25.22	3.4635
26.9	3.4669
28.58	3.4706
30.26	3.474
31.94	3.4774
33.62	3.4809
35.3	3.4846
36.98	3.4883
38.66	3.492
40.35	3.4964
42.03	3.5007
43.71	3.5053
45.39	3.51
47.07	3.5156
48.75	3.5212
50.43	3.527
52.11	3.5329
53.79	3.5388
55.48	3.5444
57.16	3.5503
58.84	3.5565
60.52	3.5621
62.2	3.568
63.88	3.5732
65.56	3.5785
67.24	3.5832
68.92	3.5884
70.61	3.5937
72.29	3.5993
73.97	3.6042
75.65	3.6083
77.33	3.6117
79.01	3.6151
80.69	3.6182
82.37	3.6213
84.06	3.6244
85.74	3.6275
87.42	3.6306
89.1	3.6343
90.78	3.6371
92.46	3.6402
94.14	3.6433
95.82	3.6461
97.5	3.6492
99.19	3.652
100.87	3.6548
102.55	3.6579
104.23	3.661
105.91	3.6641
107.59	3.6675
109.27	3.6709
110.95	3.6746
112.63	3.6783
114.32	3.6821
116	3.6861
117.68	3.6907
119.36	3.6951
121.04	3.6994
122.72	3.7041
124.4	3.709
126.08	3.7146
127.76	3.7196
129.45	3.7251
131.13	3.7307
132.81	3.7363
134.49	3.7425
136.17	3.7487
137.85	3.7549
139.53	3.7614
141.21	3.7679
142.9	3.7751
144.58	3.7819
146.26	3.7887
147.94	3.7955
149.62	3.803
151.3	3.8101
152.98	3.8172
154.66	3.8244
156.34	3.8318
158.03	3.8389
159.71	3.8464
161.39	3.8538
163.07	3.8609
164.75	3.8681
166.43	3.8755
168.11	3.8833
169.79	3.8907
171.48	3.8981
173.16	3.9062
174.84	3.914
176.52	3.9217
178.2	3.9295
179.88	3.9378
181.56	3.9459
183.24	3.9543
184.92	3.9629
186.61	3.9716
188.29	3.9809
189.97	3.9905
191.65	4.0001
193.33	4.0094
195.01	4.0187
196.69	4.0277
198.37	4.0361
200.05	4.0448
201.74	4.0528
203.42	4.0612
205.1	4.0699
206.78	4.0783
208.46	4.0866
210.14	4.095
211.42	4.0984
0	4.0944
1.68	4.0767
3.36	4.0659
5.04	4.0556
6.72	4.0457
8.41	4.0361
10.09	4.0265
11.77	4.0175
13.45	4.0076
15.13	3.9977
16.81	3.9868
18.49	3.976
20.17	3.9645
21.85	3.9527
23.54	3.9422
25.22	3.9319
26.9	3.9226
28.58	3.914
30.26	3.905
31.94	3.8969
33.62	3.8891
35.3	3.8814
36.98	3.8736
38.67	3.8662
40.35	3.8588
42.03	3.8513
43.71	3.8439
45.39	3.8368
47.07	3.8293
48.75	3.8222
50.43	3.8147
52.11	3.8073
53.79	3.7999
55.48	3.7927
57.16	3.7859
58.84	3.7785
60.52	3.7713
62.2	3.7645
63.88	3.7574
65.56	3.7506
67.24	3.7437
68.92	3.7372
70.61	3.7304
72.29	3.7239
73.97	3.7177
75.65	3.7115
77.33	3.7053
79.01	3.6994
80.69	3.6935
82.37	3.6883
84.05	3.6827
85.74	3.6774
87.42	3.6724
89.1	3.6678
90.78	3.6631
92.46	3.6588
94.14	3.6542
95.82	3.6501
97.5	3.6458
99.18	3.6421
100.86	3.6383
102.55	3.6346
104.23	3.6309
105.91	3.6275
107.59	3.6241
109.27	3.6207
110.95	3.617
112.63	3.6135
114.31	3.6101
115.99	3.6061
117.67	3.6024
119.36	3.599
121.04	3.5956
122.72	3.5921
124.4	3.5887
126.08	3.5853
127.76	3.5819
129.44	3.5782
131.12	3.5748
132.8	3.5711
134.48	3.5673
136.17	3.5636
137.85	3.5596
139.53	3.5556
141.21	3.5515
142.89	3.5478
144.57	3.5438
146.25	3.5394
147.93	3.5348
149.61	3.5295
151.3	3.5239
152.98	3.5177
154.66	3.5115
156.34	3.5053
158.02	3.4991
159.7	3.4926
161.38	3.4855
163.06	3.4784
164.74	3.4728
166.43	3.4688
168.11	3.4654
169.79	3.4623
171.47	3.4592
173.15	3.4557
174.83	3.4523
176.51	3.4489
178.19	3.4455
179.87	3.4421
181.56	3.4387
183.24	3.435
184.92	3.4309
186.6	3.4263
188.28	3.4216
189.96	3.4164
191.64	3.4095
193.32	3.3999
195.01	3.3863
196.69	3.3677
198.37	3.3451
200.05	3.3193
201.73	3.2896
203.41	3.2564
205.09	3.2183
206.77	3.1742
208.4	3.124
208.45	3.1222
209.8	3.0722
210.14	3.0589
211.21	3.0087
211.38	2.9997
0	3.0205
0.54	3.0707
1.35	3.1212
2.39	3.1715
3.76	3.222
5.42	3.2722
5.61	3.2775
7.73	3.3277
10.37	3.3779
11.21	3.3916
14.97	3.4418
16.82	3.4567
22.42	3.4743
28.03	3.4886
33.63	3.5032
39.24	3.5171
44.86	3.532
50.46	3.5484
56.07	3.5673
61.67	3.5856
67.28	3.6036
72.87	3.6191
78.47	3.6321
84.08	3.6424
89.68	3.6517
95.29	3.661
100.89	3.6712
106.5	3.6824
112.1	3.6951
117.71	3.7093
123.31	3.7261
128.92	3.745
134.52	3.7655
140.13	3.7881
145.73	3.812
151.35	3.8368
156.96	3.8622
162.56	3.8879
168.17	3.9136
173.77	3.9391
179.38	3.9642
184.98	3.9899
190.59	4.0166
196.19	4.0442
201.8	4.0724
207.34	4.0981
210.16	4.0981
211.18	4.0981
0	4.0866
5.61	4.0395
11.21	4.0054
16.82	3.9698
22.42	3.9326
28.03	3.9012
33.63	3.8736
40.88	3.8399
44.84	3.8219
50.45	3.7965
56.05	3.7707
61.66	3.7456
67.26	3.7214
72.87	3.6985
78.47	3.6768
84.08	3.6569
89.68	3.6399
95.29	3.6244
100.89	3.6108
107.34	3.5965
112.1	3.5872
117.71	3.576
123.31	3.5655
128.92	3.5546
134.52	3.5432
140.13	3.5308
145.73	3.5162
151.34	3.4998
156.94	3.4805
162.55	3.461
168.15	3.4474
173.76	3.4337
179.36	3.4185
184.97	3.4012
190.57	3.3807
196.18	3.3395
199.58	3.2893
201.78	3.2468
203.89	3.1963
205.65	3.146
207.1	3.0958
207.39	3.0862
208.54	3.0357
209.27	2.9994
0	3.0313
0.49	3.0822
1.25	3.1324
2.28	3.1826
3.64	3.2331
5.36	3.2831
5.61	3.2893
7.79	3.3395
10.56	3.3897
11.21	3.3996
15.19	3.4499
16.82	3.4595
22.42	3.4759
28.03	3.4905
33.63	3.505
39.24	3.5193
44.84	3.5345
50.45	3.5518
56.05	3.5708
61.66	3.589
67.26	3.6077
72.87	3.6219
78.47	3.6346
84.08	3.6445
89.68	3.6535
95.29	3.6635
100.89	3.6737
106.5	3.6852
112.1	3.6988
117.71	3.7137
123.31	3.731
128.92	3.7503
134.52	3.7717
140.13	3.7946
145.73	3.8188
151.34	3.8439
156.94	3.8699
162.55	3.8953
168.15	3.9211
173.76	3.9465
179.36	3.9719
184.97	3.998
190.57	4.0249
196.18	4.0525
201.78	4.0811
206.8	4.0981
208.86	4.0981
209.38	4.0981
0	4.0866
5.61	4.0389
11.21	4.0051
16.82	3.9694
22.42	3.9319
28.03	3.9009
33.63	3.8733
39.24	3.8473
44.84	3.8219
50.45	3.7965
56.05	3.7707
61.66	3.7456
67.26	3.7214
72.87	3.6985
78.47	3.6768
84.08	3.6573
89.68	3.6399
95.29	3.6244
100.89	3.6108
