RBG_CYC_83755_Nw_c0_41V_40C_180416_Lowercutoff_100DOD_C5C5_0000_08_1 (269953 Points)
Time (s)	Current (mAh)
23952609	40.38
23952909	40.38
23953209	40.38
23953509	40.38
23953809	40.38
23954109	40.38
23954409	40.38
23954709	40.38
23955009	40.38
23955309	40.38
23955609	40.38
23955909	40.38
23956209	40.38
23956509	40.38
23956809	40.38
23957109	40.38
23957409	40.38
23957709	40.38
23958009	40.38
23958309	40.38
23958609	40.38
23958909	40.38
23959209	40.38
23959509	40.38
23959809	40.38
23960109	40.38
23960409	40.38
23960709	40.38
23961009	40.38
23961309	40.38
23961609	40.38
23961909	40.38
23962209	40.38
23962509	40.38
23962809	40.38
23963109	40.38
23963409	40.38
23963709	40.38
23964009	40.38
23964309	40.38
23964609	40.38
23964909	40.38
23965209	40.38
23965509	40.38
23965809	40.38
23966109	40.38
23966409	40.38
23966709	40.38
23967009	23.17
23967309	10.24
23967312	10.09
23967313	-40.38
23967612	-40.38
23967912	-40.38
23968212	-40.38
23968512	-40.38
23968812	-40.38
23969112	-40.38
23969412	-40.38
23969712	-40.38
23970012	-40.38
23970312	-40.38
23970612	-40.38
23970912	-40.38
23971212	-40.38
23971512	-40.38
23971812	-40.38
23972112	-40.38
23972412	-40.38
23972712	-40.38
23973012	-40.38
23973312	-40.38
23973612	-40.38
23973912	-40.38
23974212	-40.38
23974512	-40.38
23974812	-40.38
23975112	-40.38
23975412	-40.38
23975712	-40.38
23976012	-40.38
23976312	-40.38
23976612	-40.38
23976912	-40.38
23977212	-40.38
23977512	-40.38
23977812	-40.38
23978112	-40.38
23978412	-40.38
23978712	-40.38
23979012	-40.38
23979312	-40.38
23979612	-40.38
23979912	-40.38
23980212	-40.38
23980512	-40.38
23980812	-40.38
23981112	-40.38
23981412	-40.38
23981712	-40.38
23982012	-40.38
23982312	-40.38
23982612	-40.38
23982912	-40.38
23983212	-40.38
23983512	-40.38
23983748	-40.38
23983812	-40.38
23983994	-40.38
23984112	-40.38
23984247	-40.38
23984362	-40.38
23984412	-40.38
23984490	-40.38
23984491	40.38
23984536	40.38
23984605	40.38
23984696	40.38
23984790	40.38
23984928	40.38
23985090	40.38
23985301	40.38
23985390	40.38
23985683	40.38
23985690	40.38
23985990	40.38
23986290	40.38
23986590	40.38
23986890	40.38
23987190	40.38
23987490	40.38
23987790	40.38
23988090	40.38
23988390	40.38
23988690	40.38
23988990	40.38
23989290	40.38
23989590	40.38
23989890	40.38
23990190	40.38
23990490	40.38
23990790	40.38
23991090	40.38
23991390	40.38
23991690	40.38
23991990	40.38
23992290	40.38
23992590	40.38
23992890	40.38
23993190	40.38
23993490	40.38
23993790	40.38
23994090	40.38
23994390	40.38
23994690	40.38
23994990	40.38
23995290	40.38
23995590	40.38
23995890	40.38
23996190	40.38
23996490	40.38
23996790	40.38
23997090	40.38
23997390	40.38
23997690	40.38
23997990	40.38
23998290	40.38
23998590	40.38
23998890	40.38
23999190	40.38
23999490	40.38
23999790	40.38
24000090	40.38
24000390	40.38
24000690	40.38
24000990	40.38
24001290	40.38
24001590	23.08
24001890	10.25
24001900	10.06
24001901	-40.38
24002200	-40.38
24002500	-40.38
24002800	-40.38
24003100	-40.38
24003400	-40.38
24003700	-40.38
24004000	-40.38
24004300	-40.38
24004600	-40.38
24004900	-40.38
24005200	-40.38
24005500	-40.38
24005800	-40.38
24006100	-40.38
24006400	-40.38
24006700	-40.38
24007000	-40.38
24007300	-40.38
24007600	-40.38
24007900	-40.38
24008200	-40.38
24008500	-40.38
24008800	-40.38
24009100	-40.38
24009400	-40.38
24009700	-40.38
24010000	-40.38
24010300	-40.38
24010600	-40.38
24010900	-40.38
24011200	-40.38
24011500	-40.38
24011800	-40.38
24012100	-40.38
24012400	-40.38
24012700	-40.38
24013000	-40.38
24013300	-40.38
24013600	-40.38
24013900	-40.38
24014200	-40.38
24014500	-40.38
24014800	-40.38
24015100	-40.38
24015400	-40.38
24015700	-40.38
24016000	-40.38
24016300	-40.38
24016600	-40.38
24016900	-40.38
24017200	-40.38
24017500	-40.38
24017800	-40.38
24018100	-40.38
24018336	-40.38
24018400	-40.38
24018583	-40.38
24018700	-40.38
24018835	-40.38
24018949	-40.38
24019000	-40.38
24019077	-40.38
24019078	40.38
24019123	40.38
24019192	40.38
24019283	40.38
24019377	40.38
24019515	40.38
24019677	40.38
24019888	40.38
24019977	40.38
24020272	40.38
24020277	40.38
24020577	40.38
24020877	40.38
24021177	40.38
24021477	40.38
24021777	40.38
24022077	40.38
24022377	40.38
24022677	40.38
24022977	40.38
24023277	40.38
24023577	40.38
24023877	40.38
24024177	40.38
24024477	40.38
24024777	40.38
24025077	40.38
24025377	40.38
24025677	40.38
24025977	40.38
24026277	40.38
24026577	40.38
24026877	40.38
24027177	40.38
24027477	40.38
24027777	40.38
24028077	40.38
24028377	40.38
24028677	40.38
24028977	40.38
24029277	40.38
24029577	40.38
24029877	40.38
24030177	40.38
24030477	40.38
24030777	40.38
24031077	40.38
24031377	40.38
24031677	40.38
24031977	40.38
24032277	40.38
24032577	40.38
24032877	40.38
24033177	40.38
24033477	40.38
24033777	40.38
24034077	40.38
24034377	40.38
24034677	40.38
24034977	40.38
24035277	40.38
24035577	40.38
24035877	40.38
24036177	22.79
24036477	10.13
24036479	9.96
24036480	-40.38
24036779	-40.38
24037079	-40.38
24037379	-40.38
24037679	-40.38
24037979	-40.38
24038279	-40.38
24038579	-40.38
24038879	-40.38
24039179	-40.38
24039479	-40.38
24039779	-40.38
24040079	-40.38
24040379	-40.38
24040679	-40.38
24040979	-40.38
24041279	-40.38
24041579	-40.38
24041879	-40.38
24042179	-40.38
24042479	-40.38
24042779	-40.38
24043079	-40.38
24043379	-40.38
24043679	-40.38
24043979	-40.38
24044279	-40.38
24044579	-40.38
24044879	-40.38
24045179	-40.38
24045479	-40.38
24045779	-40.38
24046079	-40.38
24046379	-40.38
24046679	-40.38
24046979	-40.38
24047279	-40.38
24047579	-40.38
24047879	-40.38
24048179	-40.38
24048479	-40.38
24048779	-40.38
24049079	-40.38
24049379	-40.38
24049679	-40.38
24049979	-40.38
24050279	-40.38
24050579	-40.38
24050879	-40.38
24051179	-40.38
24051479	-40.38
24051779	-40.38
24052079	-40.38
24052379	-40.38
24052679	-40.38
24052914	-40.38
24052979	-40.38
24053163	-40.38
24053279	-40.38
24053413	-40.38
24053526	-40.38
24053579	-40.38
24053653	-40.38
24053654	40.38
24053698	40.38
24053767	40.38
24053858	40.38
24053953	40.38
24054090	40.38
24054253	40.38
24054465	40.38
24054554	40.38
24054845	40.38
24054854	40.38
24055154	40.38
24055454	40.38
24055754	40.38
24056054	40.38
24056354	40.38
24056654	40.38
24056954	40.38
24057254	40.38
24057554	40.38
24057854	40.38
24058154	40.38
24058454	40.38
24058754	40.38
24059054	40.38
24059353	40.38
24059653	40.38
24059953	40.38
24060253	40.38
24060553	40.38
24060853	40.38
24061153	40.38
24061453	40.38
24061753	40.38
24062053	40.38
24062353	40.38
24062653	40.38
24062953	40.38
24063253	40.38
24063553	40.38
24063853	40.38
24064153	40.38
24064453	40.38
24064753	40.38
24065053	40.38
24065354	40.38
24065654	40.38
24065954	40.38
24066254	40.38
24066554	40.38
24066854	40.38
24067154	40.38
24067454	40.38
24067754	40.38
24068054	40.38
24068354	40.38
24068654	40.38
24069002	40.38
24069253	40.38
24069553	40.38
24069853	40.38
24070153	40.38
24070453	40.38
24070753	22.89
24071052	10.08
24071053	-40.38
24071352	-40.38
24071652	-40.38
24071952	-40.38
24072252	-40.38
24072554	-40.38
24072852	-40.38
24073152	-40.38
24073452	-40.38
24073752	-40.38
24074052	-40.38
24074355	-40.38
24074652	-40.38
24074952	-40.38
24075252	-40.38
24075552	-40.38
24075852	-40.38
24076152	-40.38
24076452	-40.38
24076752	-40.38
24077052	-40.38
24077352	-40.38
24077652	-40.38
24077952	-40.38
24078252	-40.38
24078552	-40.38
24078852	-40.38
24079152	-40.38
24079452	-40.38
24079752	-40.38
24080052	-40.38
24080352	-40.38
24080652	-40.38
24080952	-40.38
24081252	-40.38
24081552	-40.38
24081852	-40.38
24082152	-40.38
24082452	-40.38
24082752	-40.38
24083052	-40.38
24083352	-40.38
24083652	-40.38
24083952	-40.38
24084252	-40.38
24084552	-40.38
24084852	-40.38
24085152	-40.38
24085452	-40.38
24085752	-40.38
24086052	-40.38
24086352	-40.38
24086652	-40.38
24086952	-40.38
24087252	-40.38
24087490	-40.38
24087552	-40.38
24087735	-40.38
24087852	-40.38
24087986	-40.38
24088099	-40.38
24088152	-40.38
24088225	-40.38
24088226	40.38
24088270	40.38
24088339	40.38
24088431	40.38
24088525	40.38
24088663	40.38
24088825	40.38
24089036	40.38
24089125	40.38
24089418	40.38
24089425	40.38
24089725	40.38
24090025	40.38
24090325	40.38
24090625	40.38
24090925	40.38
24091225	40.38
24091525	40.38
24091825	40.38
24092125	40.38
24092425	40.38
24092725	40.38
24093025	40.38
24093325	40.38
24093625	40.38
24093925	40.38
24094225	40.38
24094525	40.38
24094825	40.38
24095125	40.38
24095425	40.38
24095725	40.38
24096025	40.38
24096325	40.38
24096625	40.38
24096925	40.38
24097225	40.38
24097525	40.38
24097825	40.38
24098125	40.38
24098425	40.38
24098725	40.38
24099025	40.38
24099325	40.38
24099625	40.38
24099925	40.38
24100261	40.38
24100525	40.38
24100825	40.38
24101125	40.38
24101425	40.38
24101725	40.38
24102025	40.38
24102325	40.38
24102625	40.38
24102925	40.38
24103225	40.38
24103525	40.38
24103825	40.38
24104125	40.38
24104425	40.38
24104725	40.38
24105025	40.38
24105325	22.73
24105623	10.02
24105624	-40.38
24105923	-40.38
24106223	-40.38
24106523	-40.38
24106823	-40.38
24107123	-40.38
24107423	-40.38
24107723	-40.38
24108023	-40.38
24108323	-40.38
24108623	-40.38
24108923	-40.38
24109223	-40.38
24109523	-40.38
24109823	-40.38
24110123	-40.38
24110423	-40.38
24110723	-40.38
24111023	-40.38
24111323	-40.38
24111623	-40.38
24111923	-40.38
24112223	-40.38
24112523	-40.38
24112823	-40.38
24113123	-40.38
24113423	-40.38
24113723	-40.38
24114023	-40.38
24114323	-40.38
24114623	-40.38
24114923	-40.38
24115223	-40.38
24115523	-40.38
24115823	-40.38
24116123	-40.38
24116423	-40.38
24116723	-40.38
24117023	-40.38
24117323	-40.38
24117623	-40.38
24117923	-40.38
24118223	-40.38
24118523	-40.38
24118823	-40.38
24119123	-40.38
24119423	-40.38
24119723	-40.38
24120023	-40.38
24120323	-40.38
24120623	-40.38
24120923	-40.38
24121223	-40.38
24121523	-40.38
24121823	-40.38
24122058	-40.38
24122123	-40.38
24122306	-40.38
24122423	-40.38
24122557	-40.38
24122670	-40.38
24122723	-40.38
24122794	-40.38
24122795	40.38
24122839	40.38
24122908	40.38
24122998	40.38
24123094	40.38
24123232	40.38
24123394	40.38
24123605	40.38
24123694	40.38
24123989	40.38
24123994	40.38
24124294	40.38
24124594	40.38
24124894	40.38
24125194	40.38
24125494	40.38
24125794	40.38
24126094	40.38
24126394	40.38
24126694	40.38
24126994	40.38
24127294	40.38
24127594	40.38
24127894	40.38
24128194	40.38
24128494	40.38
24128794	40.38
24129094	40.38
24129394	40.38
24129694	40.38
24129994	40.38
24130294	40.38
24130594	40.38
24130894	40.38
24131194	40.38
24131494	40.38
24131794	40.38
24132094	40.38
24132394	40.38
24132694	40.38
24132994	40.38
24133294	40.38
24133594	40.38
24133894	40.38
24134194	40.38
24134494	40.38
24134794	40.38
24135094	40.38
24135394	40.38
24135694	40.38
24135994	40.38
24136294	40.38
24136594	40.38
24136894	40.38
24137194	40.38
24137494	40.38
24137794	40.38
24138094	40.38
24138394	40.38
24138694	40.38
24138994	40.38
24139429	40.38
24139594	40.38
24139894	22.55
24140189	10.07
24140190	-40.38
24140489	-40.38
24140789	-40.38
24141089	-40.38
24141389	-40.38
24141689	-40.38
24141989	-40.38
24148230	-40.38
24148390	-40.38
24148656	-40.38
24148956	-40.38
24149256	-40.38
24149556	-40.38
24149856	-40.38
24150213	-40.38
24150467	-40.38
24150767	-40.38
24151067	-40.38
24151367	-40.38
24151667	-40.38
24151974	-40.38
24152270	-40.38
24152570	-40.38
24152870	-40.38
24153170	-40.38
24153470	-40.38
24153773	-40.38
24154076	-40.38
24154376	-40.38
24154676	-40.38
24154976	-40.38
24155276	-40.38
24155576	-40.38
24155876	-40.38
24156176	-40.38
24156476	-40.38
24156776	-40.38
24157076	-40.38
24157671	-40.38
24157676	-40.38
24157976	-40.38
24158276	-40.38
24158576	-40.38
24158876	-40.38
24159182	-40.38
24159482	-40.38
24159782	-40.38
24160082	-40.38
24160382	-40.38
24160682	-40.38
24160982	-40.38
24161282	-40.38
24161582	-40.38
24161882	-40.38
24162182	-40.38
24162482	-40.38
24162782	-40.38
24163024	-40.38
24163082	-40.38
24163267	-40.38
24163382	-40.38
24163519	-40.38
24163635	-40.38
24163682	-40.38
24163770	-40.38
24163775	-40.38
24163776	40.38
24163819	40.38
24163888	40.38
24163978	40.38
24164075	40.38
24164212	40.38
24164375	40.38
24164585	40.38
24164678	40.38
24164976	40.38
24164978	40.38
24165278	40.38
24165578	40.38
24165878	40.38
24166178	40.38
24166484	40.38
24166784	40.38
24167084	40.38
24167384	40.38
24167684	40.38
24167984	40.38
24168284	40.38
24168584	40.38
24168884	40.38
24169184	40.38
24169484	40.38
24169784	40.38
24170084	40.38
24170384	40.38
24170684	40.38
24170984	40.38
24171284	40.38
24171584	40.38
24171884	40.38
24172184	40.38
24172484	40.38
24172784	40.38
24173084	40.38
24173384	40.38
24173684	40.38
24173984	40.38
24174284	40.38
24174584	40.38
24174884	40.38
24175184	40.38
24175484	40.38
24175784	40.38
24176084	40.38
24176384	40.38
24176684	40.38
24176984	40.38
24177284	40.38
24177584	40.38
24177884	40.38
24178184	40.38
24178484	40.38
24178784	40.38
24179084	40.38
24179384	40.38
24179684	40.38
24179984	40.38
24180284	40.38
24180584	40.38
24180884	21.77
24181163	10.09
24181164	-40.38
24181463	-40.38
24181763	-40.38
24182063	-40.38
24182363	-40.38
24182663	-40.38
24182963	-40.38
24183263	-40.38
24183563	-40.38
24183863	-40.38
24184163	-40.38
24184463	-40.38
24184763	-40.38
24185063	-40.38
24185363	-40.38
24185663	-40.38
24185963	-40.38
24186263	-40.38
24186563	-40.38
24186863	-40.38
24187163	-40.38
24187463	-40.38
24187763	-40.38
24188063	-40.38
24188363	-40.38
24188663	-40.38
24188963	-40.38
24189263	-40.38
24189563	-40.38
24189863	-40.38
24190163	-40.38
24190463	-40.38
24190763	-40.38
24191063	-40.38
24191363	-40.38
24191663	-40.38
24191963	-40.38
24192263	-40.38
24192563	-40.38
24192863	-40.38
24193163	-40.38
24193476	-40.38
24193776	-40.38
24194076	-40.38
24194376	-40.38
24194676	-40.38
24194976	-40.38
24195276	-40.38
24195576	-40.38
24195876	-40.38
24196176	-40.38
24196476	-40.38
24196776	-40.38
24197076	-40.38
24197376	-40.38
24197612	-40.38
24197676	-40.38
24197859	-40.38
24197976	-40.38
24198110	-40.38
24198223	-40.38
24198276	-40.38
24198347	-40.38
24198348	40.38
24198392	40.38
24198462	40.38
24198553	40.38
24198647	40.38
24198785	40.38
24198947	40.38
24199159	40.38
24199247	40.38
24199540	40.38
24199547	40.38
24199847	40.38
24200147	40.38
24200447	40.38
24200747	40.38
24201047	40.38
24201347	40.38
24201647	40.38
24201947	40.38
24202247	40.38
24202547	40.38
24202847	40.38
24203147	40.38
24203447	40.38
24203747	40.38
24204047	40.38
24204347	40.38
24204647	40.38
24204947	40.38
24205247	40.38
24205547	40.38
24205847	40.38
24206149	40.38
24206449	40.38
24206749	40.38
24207049	40.38
24207349	40.38
24207649	40.38
24207949	40.38
24208249	40.38
24208549	40.38
24208849	40.38
24209149	40.38
24209449	40.38
24209749	40.38
24210049	40.38
24210349	40.38
24210649	40.38
24210949	40.38
24211249	40.38
24211549	40.38
24211849	40.38
24212149	40.38
24212449	40.38
24212749	40.38
24213049	40.38
24213349	40.38
24213649	40.38
24213949	40.38
24214249	40.38
24214549	40.38
24214849	40.38
24215149	40.38
24215449	22.04
24215736	10.08
24215737	-40.38
24216036	-40.38
24216336	-40.38
24216636	-40.38
24216936	-40.38
24217236	-40.38
24217536	-40.38
24217836	-40.38
24218136	-40.38
24218436	-40.38
24218736	-40.38
24219036	-40.38
24219336	-40.38
24219636	-40.38
24219936	-40.38
24220236	-40.38
24220536	-40.38
24220836	-40.38
24221136	-40.38
24221436	-40.38
24221736	-40.38
24222036	-40.38
24222336	-40.38
24222636	-40.38
24222936	-40.38
24223236	-40.38
24223536	-40.38
24223836	-40.38
24224136	-40.38
24224436	-40.38
24224736	-40.38
24225036	-40.38
24225336	-40.38
24225636	-40.38
24225936	-40.38
24226236	-40.38
24226536	-40.38
24226836	-40.38
24227136	-40.38
24227436	-40.38
24227736	-40.38
24228036	-40.38
24228336	-40.38
24228636	-40.38
24228936	-40.38
24229236	-40.38
24229536	-40.38
24229836	-40.38
24230136	-40.38
24230436	-40.38
24230736	-40.38
24231036	-40.38
24231336	-40.38
24231636	-40.38
24231936	-40.38
24232169	-40.38
24232236	-40.38
24232418	-40.38
24232536	-40.38
24232670	-40.38
24232780	-40.38
24232836	-40.38
24232902	-40.38
24232903	40.38
24232946	40.38
24233014	40.38
24233106	40.38
24233202	40.38
24233340	40.38
24233502	40.38
24233712	40.38
24233802	40.38
24234095	40.38
24234102	40.38
24234402	40.38
24234702	40.38
24235002	40.38
24235302	40.38
24235602	40.38
24235902	40.38
24236202	40.38
24236502	40.38
24236802	40.38
24237102	40.38
24237402	40.38
24237702	40.38
24238002	40.38
24238302	40.38
24238602	40.38
24238902	40.38
24239202	40.38
24239502	40.38
24239802	40.38
24240102	40.38
24240402	40.38
24240702	40.38
24241002	40.38
24241302	40.38
24241602	40.38
24241902	40.38
24242202	40.38
24242502	40.38
24242802	40.38
24243102	40.38
24243402	40.38
24243702	40.38
24244002	40.38
24244302	40.38
24244602	40.38
24244902	40.38
24245202	40.38
24245502	40.38
24245802	40.38
24246102	40.38
24246402	40.38
24246702	40.38
24247002	40.38
24247302	40.38
24247602	40.38
24247902	40.38
24248202	40.38
24248502	40.38
24248802	40.38
24249102	40.38
24249402	40.38
24249704	40.38
24250002	22.3
24250289	10.05
24250290	-40.38
24250589	-40.38
24250889	-40.38
24251189	-40.38
24251489	-40.38
24251789	-40.38
24252089	-40.38
24252389	-40.38
24252689	-40.38
24252989	-40.38
24253289	-40.38
24253589	-40.38
24253889	-40.38
24254189	-40.38
24254489	-40.38
24254789	-40.38
24255089	-40.38
24255389	-40.38
24255689	-40.38
24255989	-40.38
24256289	-40.38
24256589	-40.38
24256889	-40.38
24257189	-40.38
24257489	-40.38
24257789	-40.38
24258089	-40.38
24258389	-40.38
24258689	-40.38
24258989	-40.38
24259289	-40.38
24259589	-40.38
24259889	-40.38
24260189	-40.38
24260489	-40.38
24260789	-40.38
24261089	-40.38
24261389	-40.38
24261689	-40.38
24261989	-40.38
24262289	-40.38
24262589	-40.38
24262889	-40.38
24263189	-40.38
24263489	-40.38
24263789	-40.38
24264089	-40.38
24264389	-40.38
24264689	-40.38
24264989	-40.38
24265289	-40.38
24265589	-40.38
24265889	-40.38
24266189	-40.38
24266489	-40.38
24266721	-40.38
24266789	-40.38
24266972	-40.38
24267089	-40.38
24267222	-40.38
24267334	-40.38
24267389	-40.38
24267453	-40.38
24267454	40.38
24267498	40.38
24267567	40.38
24267659	40.38
24267753	40.38
24267891	40.38
24268053	40.38
24268263	40.38
24268353	40.38
24268646	40.38
24268653	40.38
24268953	40.38
24269253	40.38
24269553	40.38
24269853	40.38
24270153	40.38
24270453	40.38
24270753	40.38
24271053	40.38
24271353	40.38
24271653	40.38
24271953	40.38
24272253	40.38
24272553	40.38
24272853	40.38
24273153	40.38
24273453	40.38
24273753	40.38
24274053	40.38
24274353	40.38
24274653	40.38
24274953	40.38
24275253	40.38
24275553	40.38
24275853	40.38
24276153	40.38
24276453	40.38
24276753	40.38
24277053	40.38
24277353	40.38
24277653	40.38
24277953	40.38
24278253	40.38
24278553	40.38
24278853	40.38
24279153	40.38
24279453	40.38
24279753	40.38
24280053	40.38
24280353	40.38
24280653	40.38
24280953	40.38
24281253	40.38
24281553	40.38
24281853	40.38
24282153	40.38
24282453	40.38
24282753	40.38
24283053	40.38
24283353	40.38
24283653	40.38
24283953	40.38
24284253	40.38
24284553	22.01
24284845	10.08
24284846	-40.38
24285145	-40.38
24285445	-40.38
24285745	-40.38
24286045	-40.38
24286345	-40.38
24286645	-40.38
24286945	-40.38
24287245	-40.38
24287545	-40.38
24287845	-40.38
24288145	-40.38
24288445	-40.38
24288745	-40.38
24289045	-40.38
24289345	-40.38
24289645	-40.38
24289945	-40.38
24290245	-40.38
24290545	-40.38
24290845	-40.38
24291145	-40.38
24291445	-40.38
24291745	-40.38
24292045	-40.38
24292345	-40.38
24292645	-40.38
24292945	-40.38
24293245	-40.38
24293545	-40.38
24293845	-40.38
24294145	-40.38
24294445	-40.38
24294745	-40.38
24295045	-40.38
24295345	-40.38
24295645	-40.38
24295945	-40.38
24296245	-40.38
24296545	-40.38
24296845	-40.38
24297145	-40.38
24297445	-40.38
24297745	-40.38
24298045	-40.38
24298345	-40.38
24298645	-40.38
24298945	-40.38
24299245	-40.38
24299545	-40.38
24299845	-40.38
24300145	-40.38
24300445	-40.38
24300745	-40.38
24301045	-40.38
24301277	-40.38
24301345	-40.38
24301527	-40.38
24301645	-40.38
24301778	-40.38
24301890	-40.38
24301945	-40.38
24302007	-40.38
24302008	40.38
24302052	40.38
24302121	40.38
24302211	40.38
24302307	40.38
24302446	40.38
24302607	40.38
24302817	40.38
24302907	40.38
24303199	40.38
24303207	40.38
24303507	40.38
24303807	40.38
24304107	40.38
24304407	40.38
24304707	40.38
24305007	40.38
24305307	40.38
24305607	40.38
24305907	40.38
24306207	40.38
24306507	40.38
24306807	40.38
24307107	40.38
24307407	40.38
24307707	40.38
24308007	40.38
24308307	40.38
24308607	40.38
24308907	40.38
24309207	40.38
24309507	40.38
24309807	40.38
24310107	40.38
24310407	40.38
24310707	40.38
24311007	40.38
24311307	40.38
24311607	40.38
24311907	40.38
24312207	40.38
24312507	40.38
24312807	40.38
24313107	40.38
24313407	40.38
24313707	40.38
24314007	40.38
24314307	40.38
24314607	40.38
24314907	40.38
24315207	40.38
24315507	40.38
24315807	40.38
24316107	40.38
24316407	40.38
24316707	40.38
24317007	40.38
24317307	40.38
24317607	40.38
24317907	40.38
24318207	40.38
24318507	40.38
24318807	40.38
24319107	21.99
24319389	10.03
24319689	-40.38
24319689	-40.38
24319991	-40.38
24320291	-40.38
24320591	-40.38
24320891	-40.38
24321191	-40.38
24321491	-40.38
24321791	-40.38
24322091	-40.38
24322391	-40.38
24322691	-40.38
24322991	-40.38
24323291	-40.38
24323591	-40.38
24323891	-40.38
24324191	-40.38
24324491	-40.38
24324791	-40.38
24325091	-40.38
24325391	-40.38
24325691	-40.38
24325991	-40.38
24326291	-40.38
24326591	-40.38
24326891	-40.38
24327191	-40.38
24327491	-40.38
24327791	-40.38
24328091	-40.38
24328391	-40.38
24328691	-40.38
24328991	-40.38
24329291	-40.38
24329591	-40.38
24329891	-40.38
24330191	-40.38
24330491	-40.38
24330791	-40.38
24331091	-40.38
24331391	-40.38
24331691	-40.38
24331991	-40.38
24332291	-40.38
24332591	-40.38
24332891	-40.38
24333191	-40.38
24333491	-40.38
24333791	-40.38
24334091	-40.38
24334391	-40.38
24334691	-40.38
24334991	-40.38
24335291	-40.38
24335591	-40.38
24335824	-40.38
24335891	-40.38
24336073	-40.38
24336191	-40.38
24336323	-40.38
24336434	-40.38
24336491	-40.38
24336547	-40.38
24336548	40.38
24336592	40.38
24336660	40.38
24336751	40.38
24336847	40.38
24336985	40.38
24337147	40.38
24337359	40.38
24337447	40.38
24337740	40.38
24337747	40.38
24338047	40.38
24338347	40.38
24338647	40.38
24338947	40.38
24339247	40.38
24339547	40.38
24339847	40.38
24340147	40.38
24340447	40.38
24340747	40.38
24341047	40.38
24341347	40.38
24341647	40.38
24341947	40.38
24342247	40.38
24342547	40.38
24342847	40.38
24343147	40.38
24343447	40.38
24343747	40.38
24344047	40.38
24344347	40.38
24344647	40.38
24344947	40.38
24345247	40.38
24345547	40.38
24345847	40.38
24346147	40.38
24346447	40.38
24346747	40.38
24347047	40.38
24347347	40.38
24347647	40.38
24347947	40.38
24348247	40.38
24348547	40.38
24348847	40.38
24349147	40.38
24349447	40.38
24349747	40.38
24350047	40.38
24350347	40.38
24350647	40.38
24350947	40.38
24351247	40.38
24351547	40.38
24351847	40.38
24352147	40.38
24352447	40.38
24352747	40.38
24353047	40.38
24353347	40.38
24353647	21.81
24353930	10.08
24353931	-40.38
24354230	-40.38
24354530	-40.38
24354830	-40.38
24355130	-40.38
24355430	-40.38
24355730	-40.38
24356030	-40.38
24356330	-40.38
24356630	-40.38
24356930	-40.38
24357230	-40.38
24357530	-40.38
24357830	-40.38
24358130	-40.38
24358430	-40.38
24358730	-40.38
24359030	-40.38
24359330	-40.38
24359630	-40.38
24359930	-40.38
24360230	-40.38
24360530	-40.38
24360830	-40.38
24361130	-40.38
24361430	-40.38
24361730	-40.38
24362030	-40.38
24362330	-40.38
24362630	-40.38
24362930	-40.38
24363230	-40.38
24363530	-40.38
24363830	-40.38
24364130	-40.38
24364430	-40.38
24364730	-40.38
24365030	-40.38
24365330	-40.38
24365630	-40.38
24365930	-40.38
24366230	-40.38
24366530	-40.38
24366830	-40.38
24367130	-40.38
24367430	-40.38
24367730	-40.38
24368030	-40.38
24368330	-40.38
24368630	-40.38
24368930	-40.38
24369230	-40.38
24369530	-40.38
24369830	-40.38
24370130	-40.38
24370363	-40.38
24370430	-40.38
24370610	-40.38
24370730	-40.38
24370862	-40.38
24370973	-40.38
24371030	-40.38
24371088	-40.38
24371089	40.38
24371132	40.38
24371202	40.38
24371293	40.38
24371388	40.38
24371526	40.38
24371688	40.38
24371899	40.38
24371988	40.38
24372282	40.38
24372288	40.38
24372588	40.38
24372888	40.38
24373188	40.38
24373488	40.38
24373788	40.38
24374088	40.38
24374388	40.38
24374688	40.38
24374988	40.38
24375288	40.38
24375588	40.38
24375888	40.38
24376188	40.38
24376488	40.38
24376788	40.38
24377088	40.38
24377388	40.38
24377688	40.38
24377988	40.38
24378288	40.38
24378588	40.38
24378888	40.38
24379188	40.38
24379488	40.38
24379788	40.38
24380088	40.38
24380388	40.38
24380688	40.38
24380989	40.38
24381289	40.38
24381589	40.38
24381889	40.38
24382189	40.38
24382488	40.38
24382788	40.38
24383088	40.38
24383388	40.38
24383688	40.38
24383988	40.38
24384288	40.38
24384588	40.38
24384888	40.38
24385188	40.38
24385488	40.38
24385788	40.38
24386088	40.38
24386388	40.38
24386688	40.38
24386988	40.38
24387288	40.38
24387588	40.38
24387888	40.38
24388188	21.83
24388476	9.98
24388477	-40.38
24388776	-40.38
24389076	-40.38
24389376	-40.38
24389676	-40.38
24389976	-40.38
24390276	-40.38
24390576	-40.38
24390876	-40.38
24391176	-40.38
24391476	-40.38
24391776	-40.38
24392076	-40.38
24392376	-40.38
24392676	-40.38
24392976	-40.38
24393276	-40.38
24393576	-40.38
24393876	-40.38
24394176	-40.38
24394476	-40.38
24394776	-40.38
24395076	-40.38
24395376	-40.38
24395676	-40.38
24395976	-40.38
24396276	-40.38
24396576	-40.38
24396876	-40.38
24397176	-40.38
24397476	-40.38
24397776	-40.38
24398076	-40.38
24398376	-40.38
24398676	-40.38
24398976	-40.38
24399276	-40.38
24399576	-40.38
24399876	-40.38
24400176	-40.38
24400659	-40.38
24400776	-40.38
24401076	-40.38
24401376	-40.38
24401676	-40.38
24401976	-40.38
24402276	-40.38
