RBG_CYC_83755_Nw_c0_41V_40C_180416_Lowercutoff_100DOD_C5C5_0000_08_1 (269953 Points)
Time (s)	Current (mAh)
30411371	40.38
30411671	40.38
30411971	40.38
30412271	40.38
30412571	40.38
30412871	40.38
30413171	40.38
30413471	40.38
30413771	40.38
30414071	40.38
30414371	40.38
30414671	40.38
30414971	40.38
30415271	40.38
30415571	40.38
30415871	40.38
30416171	40.38
30416471	40.38
30416771	40.38
30417071	40.38
30417371	40.38
30417671	40.38
30417971	40.38
30418271	40.38
30418571	40.38
30418871	40.38
30419171	40.38
30419471	40.38
30419771	40.38
30420071	40.38
30420371	22.68
30420668	10.09
30420968	-40.38
30420968	-40.38
30421268	-40.38
30421568	-40.38
30421868	-40.38
30422168	-40.38
30422471	-40.38
30422771	-40.38
30423071	-40.38
30423371	-40.38
30423671	-40.38
30423971	-40.38
30424271	-40.38
30424571	-40.38
30424871	-40.38
30425171	-40.38
30425471	-40.38
30425771	-40.38
30426071	-40.38
30426371	-40.38
30426671	-40.38
30426971	-40.38
30427271	-40.38
30427571	-40.38
30427871	-40.38
30428171	-40.38
30428471	-40.38
30428771	-40.38
30429071	-40.38
30429371	-40.38
30429671	-40.38
30429971	-40.38
30430271	-40.38
30430571	-40.38
30430871	-40.38
30431171	-40.38
30431471	-40.38
30431771	-40.38
30432071	-40.38
30432371	-40.38
30432671	-40.38
30432971	-40.38
30433271	-40.38
30433571	-40.38
30433871	-40.38
30434171	-40.38
30434471	-40.38
30434771	-40.38
30435071	-40.38
30435371	-40.38
30435671	-40.38
30435971	-40.38
30436271	-40.38
30436571	-40.38
30436803	-40.38
30436871	-40.38
30437053	-40.38
30437171	-40.38
30437305	-40.38
30437417	-40.38
30437471	-40.38
30437540	-40.38
30437541	40.38
30437586	40.38
30437654	40.38
30437746	40.38
30437841	40.38
30437979	40.38
30438141	40.38
30438349	40.38
30438441	40.38
30438731	40.38
30438741	40.38
30439041	40.38
30439341	40.38
30439641	40.38
30439941	40.38
30440241	40.38
30440541	40.38
30440841	40.38
30441141	40.38
30441441	40.38
30441741	40.38
30442041	40.38
30442341	40.38
30442641	40.38
30442941	40.38
30443241	40.38
30443541	40.38
30443841	40.38
30444141	40.38
30444441	40.38
30444741	40.38
30445041	40.38
30445341	40.38
30445641	40.38
30445941	40.38
30446241	40.38
30446541	40.38
30446841	40.38
30447141	40.38
30447441	40.38
30447741	40.38
30448041	40.38
30448341	40.38
30448641	40.38
30448941	40.38
30449241	40.38
30449541	40.38
30449841	40.38
30450141	40.38
30450441	40.38
30450741	40.38
30451041	40.38
30451341	40.38
30451641	40.38
30451941	40.38
30452241	40.38
30452541	40.38
30452841	40.38
30453141	40.38
30453441	40.38
30453741	40.38
30454041	40.38
30454341	22.4
30454638	10.08
30454639	-40.38
30454938	-40.38
30455238	-40.38
30455538	-40.38
30455838	-40.38
30456138	-40.38
30456438	-40.38
30456738	-40.38
30457038	-40.38
30457338	-40.38
30457638	-40.38
30457938	-40.38
30458238	-40.38
30458538	-40.38
30458838	-40.38
30459138	-40.38
30459438	-40.38
30459738	-40.38
30460038	-40.38
30460338	-40.38
30460638	-40.38
30460938	-40.38
30461238	-40.38
30461538	-40.38
30461838	-40.38
30462138	-40.38
30462438	-40.38
30462738	-40.38
30463038	-40.38
30463338	-40.38
30463638	-40.38
30463938	-40.38
30464238	-40.38
30464538	-40.38
30464838	-40.38
30465138	-40.38
30465438	-40.38
30465738	-40.38
30466038	-40.38
30466338	-40.38
30466638	-40.38
30466938	-40.38
30467238	-40.38
30467538	-40.38
30467838	-40.38
30468138	-40.38
30468438	-40.38
30468738	-40.38
30469145	-40.38
30469338	-40.38
30469638	-40.38
30469938	-40.38
30470238	-40.38
30470538	-40.38
30470770	-40.38
30470946	-40.38
30471111	-40.38
30471138	-40.38
30471271	-40.38
30471383	-40.38
30471438	-40.38
30471509	-40.38
30471510	40.38
30471554	40.38
30471622	40.38
30471713	40.38
30471810	40.38
30471944	40.38
30472110	40.38
30472318	40.38
30472410	40.38
30472694	40.38
30472710	40.38
30473009	40.38
30473309	40.38
30473609	40.38
30473909	40.38
30474209	40.38
30474509	40.38
30474809	40.38
30475109	40.38
30475410	40.38
30475710	40.38
30476010	40.38
30476310	40.38
30476609	40.38
30476909	40.38
30477210	40.38
30477510	40.38
30477810	40.38
30478110	40.38
30478410	40.38
30478710	40.38
30479010	40.38
30479310	40.38
30479610	40.38
30479910	40.38
30480210	40.38
30480509	40.38
30480809	40.38
30481109	40.38
30481409	40.38
30481709	40.38
30482009	40.38
30482309	40.38
30482610	40.38
30482910	40.38
30483210	40.38
30483510	40.38
30483810	40.38
30484109	40.38
30484410	40.38
30484710	40.38
30485010	40.38
30485310	40.38
30485610	40.38
30485910	40.38
30486210	40.38
30486510	40.38
30486810	40.38
30487110	40.38
30487410	40.38
30487709	40.38
30488009	40.38
30488309	22.58
30488609	10.2
30488609	10.09
30488610	-40.38
30488909	-40.38
30489209	-40.38
30489509	-40.38
30489809	-40.38
30490109	-40.38
30490409	-40.38
30490709	-40.38
30491009	-40.38
30491309	-40.38
30491609	-40.38
30491909	-40.38
30492209	-40.38
30492509	-40.38
30492809	-40.38
30493109	-40.38
30493409	-40.38
30493709	-40.38
30494009	-40.38
30494309	-40.38
30494609	-40.38
30494909	-40.38
30495209	-40.38
30495509	-40.38
30495809	-40.38
30496109	-40.38
30496409	-40.38
30496709	-40.38
30497009	-40.38
30497309	-40.38
30497609	-40.38
30497909	-40.38
30498209	-40.38
30498509	-40.38
30498809	-40.38
30499109	-40.38
30499409	-40.38
30499709	-40.38
30500009	-40.38
30500309	-40.38
30500609	-40.38
30500909	-40.38
30501209	-40.38
30501509	-40.38
30501809	-40.38
30502109	-40.38
30502409	-40.38
30502709	-40.38
30503009	-40.38
30503309	-40.38
30503609	-40.38
30503909	-40.38
30504209	-40.38
30504509	-40.38
30504740	-40.38
30504809	-40.38
30504993	-40.38
30505109	-40.38
30505241	-40.38
30505353	-40.38
30505409	-40.38
30505478	-40.38
30505479	40.38
30505524	40.38
30505594	40.38
30505685	40.38
30505778	40.38
30505916	40.38
30506083	40.38
30506294	40.38
30506383	40.38
30506673	40.38
30506683	40.38
30506983	40.38
30507283	40.38
30507583	40.38
30507883	40.38
30508183	40.38
30508483	40.38
30508783	40.38
30509083	40.38
30509383	40.38
30509683	40.38
30509983	40.38
30510283	40.38
30510583	40.38
30510883	40.38
30511183	40.38
30511483	40.38
30511783	40.38
30512083	40.38
30512383	40.38
30512683	40.38
30512983	40.38
30513283	40.38
30513583	40.38
30513883	40.38
30514183	40.38
30514483	40.38
30514783	40.38
30515083	40.38
30515383	40.38
30515683	40.38
30515983	40.38
30516283	40.38
30516583	40.38
30516883	40.38
30517183	40.38
30517483	40.38
30517783	40.38
30518083	40.38
30518383	40.38
30518683	40.38
30518983	40.38
30519283	40.38
30519583	40.38
30519883	40.38
30520183	40.38
30520483	40.38
30520783	40.38
30521083	40.38
30521383	40.38
30521683	40.38
30521983	40.38
30522283	22.04
30522569	10.06
30522570	-40.38
30522869	-40.38
30523169	-40.38
30523469	-40.38
30523769	-40.38
30524069	-40.38
30524369	-40.38
30524669	-40.38
30524969	-40.38
30525269	-40.38
30525569	-40.38
30525869	-40.38
30526169	-40.38
30526469	-40.38
30526769	-40.38
30527069	-40.38
30527369	-40.38
30527669	-40.38
30527969	-40.38
30528269	-40.38
30528569	-40.38
30528869	-40.38
30529169	-40.38
30529469	-40.38
30529769	-40.38
30530069	-40.38
30530369	-40.38
30530669	-40.38
30530969	-40.38
30531269	-40.38
30531569	-40.38
30531869	-40.38
30532169	-40.38
30532469	-40.38
30532769	-40.38
30533069	-40.38
30533369	-40.38
30533669	-40.38
30533969	-40.38
30534269	-40.38
30534569	-40.38
30534869	-40.38
30535169	-40.38
30535469	-40.38
30535769	-40.38
30536069	-40.38
30536369	-40.38
30536669	-40.38
30536969	-40.38
30537269	-40.38
30537569	-40.38
30537869	-40.38
30538169	-40.38
30538469	-40.38
30538703	-40.38
30538769	-40.38
30538951	-40.38
30539069	-40.38
30539203	-40.38
30539315	-40.38
30539369	-40.38
30539436	-40.38
30539437	40.38
30539481	40.38
30539550	40.38
30539642	40.38
30539736	40.38
30539874	40.38
30540036	40.38
30540245	40.38
30540336	40.38
30540622	40.38
30540636	40.38
30540936	40.38
30541236	40.38
30541536	40.38
30541836	40.38
30542136	40.38
30542436	40.38
30542736	40.38
30543036	40.38
30543336	40.38
30543636	40.38
30543936	40.38
30544236	40.38
30544536	40.38
30544836	40.38
30545136	40.38
30545436	40.38
30545736	40.38
30546036	40.38
30546336	40.38
30546636	40.38
30546936	40.38
30547236	40.38
30547536	40.38
30547836	40.38
30548138	40.38
30548436	40.38
30548736	40.38
30549036	40.38
30549336	40.38
30549636	40.38
30549938	40.38
30550236	40.38
30550536	40.38
30550836	40.38
30551136	40.38
30551436	40.38
30551737	40.38
30552036	40.38
30552336	40.38
30552636	40.38
30552936	40.38
30553236	40.38
30553541	40.38
30553836	40.38
30554136	40.38
30554436	40.38
30554736	40.38
30555036	40.38
30555338	40.38
30555636	40.38
30555936	40.38
30556236	22.13
30556528	10.06
30556529	-40.38
30556828	-40.38
30557128	-40.38
30557428	-40.38
30557728	-40.38
30558028	-40.38
30558328	-40.38
30558628	-40.38
30558928	-40.38
30559228	-40.38
30559528	-40.38
30559828	-40.38
30560128	-40.38
30560428	-40.38
30560728	-40.38
30561028	-40.38
30561328	-40.38
30561628	-40.38
30561928	-40.38
30562228	-40.38
30562528	-40.38
30562828	-40.38
30563128	-40.38
30563428	-40.38
30563728	-40.38
30564028	-40.38
30564330	-40.38
30564630	-40.38
30564930	-40.38
30565230	-40.38
30565530	-40.38
30565830	-40.38
30566130	-40.38
30566430	-40.38
30566730	-40.38
30567030	-40.38
30567330	-40.38
30567630	-40.38
30567930	-40.38
30568230	-40.38
30568530	-40.38
30568830	-40.38
30569130	-40.38
30569430	-40.38
30569730	-40.38
30570030	-40.38
30570330	-40.38
30570630	-40.38
30570930	-40.38
30571230	-40.38
30571530	-40.38
30571830	-40.38
30572130	-40.38
30572430	-40.38
30572663	-40.38
30572730	-40.38
30572910	-40.38
30573030	-40.38
30573163	-40.38
30573276	-40.38
30573330	-40.38
30573394	-40.38
30573395	40.38
30573440	40.38
30573509	40.38
30573601	40.38
30573694	40.38
30573832	40.38
30573994	40.38
30574202	40.38
30574294	40.38
30574581	40.38
30574594	40.38
30574894	40.38
30575194	40.38
30575494	40.38
30575794	40.38
30576094	40.38
30576394	40.38
30576694	40.38
30576994	40.38
30577294	40.38
30577594	40.38
30577894	40.38
30578194	40.38
30578494	40.38
30578794	40.38
30579094	40.38
30579394	40.38
30579694	40.38
30579994	40.38
30580294	40.38
30580597	40.38
30580897	40.38
30581197	40.38
30581497	40.38
30581797	40.38
30582097	40.38
30582397	40.38
30582697	40.38
30582997	40.38
30583297	40.38
30583597	40.38
30583897	40.38
30584197	40.38
30584497	40.38
30584797	40.38
30585097	40.38
30585397	40.38
30585697	40.38
30585997	40.38
30586297	40.38
30586597	40.38
30586897	40.38
30587197	40.38
30587497	40.38
30587797	40.38
30588097	40.38
30588397	40.38
30588697	40.38
30588997	40.38
30589297	40.38
30589597	40.38
30589897	40.38
30590197	22.12
30590489	10
30590490	-40.38
30590789	-40.38
30591089	-40.38
30591389	-40.38
30591689	-40.38
30591989	-40.38
30592289	-40.38
30592589	-40.38
30592889	-40.38
30593189	-40.38
30593489	-40.38
30593789	-40.38
30594089	-40.38
30594389	-40.38
30594689	-40.38
30594989	-40.38
30595289	-40.38
30595589	-40.38
30595889	-40.38
30596189	-40.38
30596489	-40.38
30596789	-40.38
30597089	-40.38
30597389	-40.38
30597689	-40.38
30597989	-40.38
30598289	-40.38
30598589	-40.38
30598889	-40.38
30599189	-40.38
30599489	-40.38
30599789	-40.38
30600089	-40.38
30600389	-40.38
30600689	-40.38
30600989	-40.38
30601289	-40.38
30601589	-40.38
30601889	-40.38
30602189	-40.38
30602489	-40.38
30602789	-40.38
30603089	-40.38
30603389	-40.38
30603689	-40.38
30603989	-40.38
30604289	-40.38
30604589	-40.38
30604889	-40.38
30605189	-40.38
30605489	-40.38
30605789	-40.38
30606089	-40.38
30606389	-40.38
30606622	-40.38
30606689	-40.38
30606870	-40.38
30606989	-40.38
30607122	-40.38
30607233	-40.38
30607289	-40.38
30607353	-40.38
30607426	40.38
30607426	40.38
30607504	40.38
30607606	40.38
30607653	40.38
30607792	40.38
30607953	40.38
30608162	40.38
30608253	40.38
30608540	40.38
30608553	40.38
30608856	40.38
30609156	40.38
30609456	40.38
30609756	40.38
30610056	40.38
30610356	40.38
30610656	40.38
30610956	40.38
30611256	40.38
30611556	40.38
30611856	40.38
30612156	40.38
30612456	40.38
30612756	40.38
30613056	40.38
30613356	40.38
30613656	40.38
30613956	40.38
30614256	40.38
30614556	40.38
30614856	40.38
30615156	40.38
30615456	40.38
30615756	40.38
30616056	40.38
30616356	40.38
30616656	40.38
30616956	40.38
30617256	40.38
30617556	40.38
30617856	40.38
30618156	40.38
30618456	40.38
30618756	40.38
30619056	40.38
30619356	40.38
30619656	40.38
30619956	40.38
30620256	40.38
30620556	40.38
30620856	40.38
30621156	40.38
30621456	40.38
30621756	40.38
30622056	40.38
30622356	40.38
30622656	40.38
30622956	40.38
30623256	40.38
30623556	40.38
30623856	40.38
30624156	21.62
30624448	10.02
30624448	-40.38
30624748	-40.38
30625048	-40.38
30625348	-40.38
30625648	-40.38
30625948	-40.38
30626248	-40.38
30626548	-40.38
30626848	-40.38
30627148	-40.38
30627448	-40.38
30627748	-40.38
30628048	-40.38
30628348	-40.38
30628648	-40.38
30628948	-40.38
30629248	-40.38
30629548	-40.38
30629848	-40.38
30630148	-40.38
30630448	-40.38
30630748	-40.38
30631048	-40.38
30631348	-40.38
30631648	-40.38
30631948	-40.38
30632248	-40.38
30632548	-40.38
30632848	-40.38
30633148	-40.38
30633448	-40.38
30633748	-40.38
30634048	-40.38
30634348	-40.38
30634648	-40.38
30634948	-40.38
30635248	-40.38
30635548	-40.38
30635848	-40.38
30636148	-40.38
30636448	-40.38
30636748	-40.38
30637048	-40.38
30637348	-40.38
30637648	-40.38
30637948	-40.38
30638248	-40.38
30638548	-40.38
30638848	-40.38
30639148	-40.38
30639448	-40.38
30639748	-40.38
30640048	-40.38
30640348	-40.38
30640581	-40.38
30640648	-40.38
30640828	-40.38
30640948	-40.38
30641081	-40.38
30641192	-40.38
30641248	-40.38
30641311	-40.38
30641312	40.38
30641357	40.38
30641426	40.38
30641517	40.38
30641611	40.38
30641750	40.38
30641911	40.38
30642119	40.38
30642211	40.38
30642497	40.38
30642511	40.38
30642811	40.38
30643111	40.38
30643411	40.38
30643711	40.38
30644011	40.38
30644311	40.38
30644611	40.38
30644911	40.38
30645211	40.38
30645511	40.38
30645811	40.38
30646111	40.38
30646411	40.38
30646711	40.38
30647011	40.38
30647311	40.38
30647611	40.38
30647911	40.38
30648211	40.38
30648511	40.38
30648811	40.38
30649111	40.38
30649411	40.38
30649711	40.38
30650011	40.38
30650311	40.38
30650611	40.38
30650911	40.38
30651211	40.38
30651511	40.38
30651811	40.38
30652111	40.38
30652411	40.38
30652711	40.38
30653011	40.38
30653311	40.38
30653611	40.38
30653911	40.38
30654211	40.38
30654511	40.38
30654811	40.38
30655111	40.38
30655411	40.38
30655711	40.38
30656011	40.38
30656311	40.38
30656611	40.38
30656911	40.38
30657211	40.38
30657511	40.38
30657811	40.38
30658111	22.02
30658401	10.09
30658402	-40.38
30658701	-40.38
30659001	-40.38
30659301	-40.38
30659601	-40.38
30659901	-40.38
30660201	-40.38
30660501	-40.38
30660801	-40.38
30661101	-40.38
30661401	-40.38
30661701	-40.38
30662001	-40.38
30662301	-40.38
30662601	-40.38
30662901	-40.38
30663201	-40.38
30663501	-40.38
30663801	-40.38
30664101	-40.38
30664401	-40.38
30664701	-40.38
30665001	-40.38
30665301	-40.38
30665601	-40.38
30665901	-40.38
30666201	-40.38
30666501	-40.38
30666801	-40.38
30667101	-40.38
30667401	-40.38
30667701	-40.38
30668001	-40.38
30668301	-40.38
30668601	-40.38
30668901	-40.38
30669201	-40.38
30669501	-40.38
30669801	-40.38
30670101	-40.38
30670401	-40.38
30670701	-40.38
30671001	-40.38
30671301	-40.38
30671601	-40.38
30671901	-40.38
30672201	-40.38
30672501	-40.38
30672801	-40.38
30673101	-40.38
30673401	-40.38
30673701	-40.38
30674001	-40.38
30674301	-40.38
30674533	-40.38
30674601	-40.38
30674782	-40.38
30674901	-40.38
30675034	-40.38
30675144	-40.38
30675201	-40.38
30675263	-40.38
30675264	40.38
30675308	40.38
30675377	40.38
30675470	40.38
30675563	40.38
30675701	40.38
30675863	40.38
30676072	40.38
30676163	40.38
30676449	40.38
30676463	40.38
30676763	40.38
30677063	40.38
30677363	40.38
30677663	40.38
30677963	40.38
30678263	40.38
30678563	40.38
30678863	40.38
30679163	40.38
30679463	40.38
30679763	40.38
30680063	40.38
30680363	40.38
30680663	40.38
30680963	40.38
30681263	40.38
30681563	40.38
30681863	40.38
30682163	40.38
30682463	40.38
30682763	40.38
30683063	40.38
30683363	40.38
30683663	40.38
30683963	40.38
30684263	40.38
30684563	40.38
30684863	40.38
30685163	40.38
30685463	40.38
30685763	40.38
30686063	40.38
30686363	40.38
30686663	40.38
30686963	40.38
30687263	40.38
30687563	40.38
30687863	40.38
30688163	40.38
30688463	40.38
30688763	40.38
30689063	40.38
30689363	40.38
30689663	40.38
30689963	40.38
30690263	40.38
30690563	40.38
30690863	40.38
30691163	40.38
30691463	40.38
30691763	40.38
30692063	21.65
30692348	10.08
30692349	-40.38
30692648	-40.38
30692948	-40.38
30693248	-40.38
30693548	-40.38
30693848	-40.38
30694148	-40.38
30694448	-40.38
30694748	-40.38
30695048	-40.38
30695348	-40.38
30695648	-40.38
30695948	-40.38
30696248	-40.38
30696548	-40.38
30696848	-40.38
30697148	-40.38
30697448	-40.38
30697748	-40.38
30698048	-40.38
30698348	-40.38
30698648	-40.38
30698948	-40.38
30699248	-40.38
30699548	-40.38
30699848	-40.38
30700148	-40.38
30700448	-40.38
30700748	-40.38
30701048	-40.38
30701348	-40.38
30701648	-40.38
30701948	-40.38
30702248	-40.38
30702548	-40.38
30702848	-40.38
30703148	-40.38
30703448	-40.38
30703748	-40.38
30704048	-40.38
30704348	-40.38
30704648	-40.38
30704948	-40.38
30705248	-40.38
30705548	-40.38
30705848	-40.38
30706148	-40.38
30706448	-40.38
30706748	-40.38
30707048	-40.38
30707348	-40.38
30707648	-40.38
30707948	-40.38
30708248	-40.38
30708480	-40.38
30708548	-40.38
30708729	-40.38
30708848	-40.38
30708980	-40.38
30709090	-40.38
30709148	-40.38
30709205	-40.38
30709206	40.38
30709250	40.38
30709319	40.38
30709411	40.38
30709505	40.38
30709643	40.38
30709805	40.38
30710013	40.38
30710105	40.38
30710391	40.38
30710405	40.38
30710705	40.38
30711005	40.38
30711305	40.38
30711605	40.38
30711905	40.38
30712205	40.38
30712505	40.38
30712805	40.38
30713105	40.38
30713405	40.38
30713705	40.38
30714005	40.38
30714305	40.38
30714605	40.38
30714905	40.38
30715205	40.38
30715505	40.38
30715805	40.38
30716105	40.38
30716405	40.38
30716705	40.38
30717005	40.38
30717305	40.38
30717605	40.38
30717905	40.38
30718205	40.38
30718505	40.38
30718805	40.38
30719105	40.38
30719405	40.38
30719705	40.38
30720005	40.38
30720305	40.38
30720617	40.38
30720917	40.38
30721217	40.38
30721517	40.38
30721817	40.38
30722117	40.38
30722423	40.38
30722723	40.38
30723023	40.38
30723323	40.38
30723623	40.38
30723923	40.38
30724223	40.38
30724523	40.38
30724823	40.38
30725123	40.38
30725423	40.38
30725723	40.38
30726023	21.2
30726305	10.01
30726306	-40.38
30726605	-40.38
30726905	-40.38
30727205	-40.38
30727505	-40.38
30727805	-40.38
30728105	-40.38
30728580	-40.38
30728705	-40.38
30729005	-40.38
30729305	-40.38
30729608	-40.38
30729908	-40.38
30730208	-40.38
30730508	-40.38
30730808	-40.38
30731108	-40.38
30731408	-40.38
30731708	-40.38
30732008	-40.38
30732308	-40.38
30732608	-40.38
30732908	-40.38
30733208	-40.38
30733508	-40.38
30733808	-40.38
30734108	-40.38
30734408	-40.38
30734708	-40.38
30735008	-40.38
30735308	-40.38
30735608	-40.38
30735908	-40.38
30736208	-40.38
30736508	-40.38
30736808	-40.38
30737108	-40.38
30737408	-40.38
30737708	-40.38
30738008	-40.38
30738308	-40.38
30738608	-40.38
30738908	-40.38
30739208	-40.38
30739508	-40.38
30739808	-40.38
30740108	-40.38
30740408	-40.38
30740708	-40.38
30741008	-40.38
30741308	-40.38
30741608	-40.38
30741908	-40.38
30742208	-40.38
30742438	-40.38
30742508	-40.38
30742688	-40.38
30742808	-40.38
30742940	-40.38
30743049	-40.38
30743108	-40.38
30743163	-40.38
30743164	40.38
30743209	40.38
30743278	40.38
30743370	40.38
30743463	40.38
30743602	40.38
30743763	40.38
30743973	40.38
30744063	40.38
30744349	40.38
30744363	40.38
30744663	40.38
30744963	40.38
30745263	40.38
30745563	40.38
30745863	40.38
30746163	40.38
30746463	40.38
30746763	40.38
30747063	40.38
30747363	40.38
30747663	40.38
30747963	40.38
30748263	40.38
30748563	40.38
30748863	40.38
30749163	40.38
30749463	40.38
30749763	40.38
30750063	40.38
30750363	40.38
30750663	40.38
30750963	40.38
30751263	40.38
30751563	40.38
30751863	40.38
30752163	40.38
30752463	40.38
30752763	40.38
30753063	40.38
30753363	40.38
30753663	40.38
30753963	40.38
30754263	40.38
30754563	40.38
30754863	40.38
30755163	40.38
30755463	40.38
30755763	40.38
30756063	40.38
30756363	40.38
30756663	40.38
30756963	40.38
30757263	40.38
30757563	40.38
30757863	40.38
30758163	40.38
30758463	40.38
30758763	40.38
30759063	40.38
30759363	40.38
30759663	40.38
30759963	21.52
30760245	10.05
30760247	-40.38
30760546	-40.38
30760846	-40.38
30761146	-40.38
30761446	-40.38
30761746	-40.38
30762046	-40.38
30762346	-40.38
30762646	-40.38
30762946	-40.38
30763246	-40.38
30763546	-40.38
30763846	-40.38
30764146	-40.38
30764446	-40.38
30764746	-40.38
30765046	-40.38
30765346	-40.38
30765646	-40.38
30765946	-40.38
30766246	-40.38
30766546	-40.38
30766846	-40.38
30767146	-40.38
30767446	-40.38
30767746	-40.38
30768046	-40.38
30768346	-40.38
30768646	-40.38
30768946	-40.38
30769246	-40.38
30769546	-40.38
30769846	-40.38
30770146	-40.38
30770446	-40.38
30770746	-40.38
30771046	-40.38
30771346	-40.38
30771646	-40.38
30771946	-40.38
30772246	-40.38
30772546	-40.38
30772846	-40.38
30773146	-40.38
30773446	-40.38
30773746	-40.38
30774046	-40.38
30774346	-40.38
30774646	-40.38
30774946	-40.38
30775246	-40.38
30775546	-40.38
30775846	-40.38
30776146	-40.38
30776376	-40.38
30776446	-40.38
30776626	-40.38
30776746	-40.38
30776878	-40.38
30776988	-40.38
30777046	-40.38
30777101	-40.38
30777102	40.38
30777147	40.38
30777216	40.38
30777308	40.38
30777401	40.38
30777540	40.38
30777701	40.38
30777910	40.38
30778001	40.38
30778288	40.38
30778301	40.38
30778601	40.38
30778901	40.38
30779201	40.38
30779501	40.38
30779801	40.38
30780101	40.38
30780401	40.38
30780701	40.38
30781001	40.38
30781301	40.38
30781601	40.38
30781901	40.38
30782201	40.38
30782501	40.38
30782801	40.38
30783101	40.38
30783401	40.38
30783701	40.38
30784001	40.38
30784301	40.38
30784601	40.38
30784901	40.38
30785201	40.38
30785501	40.38
30785801	40.38
30786101	40.38
30786401	40.38
30786701	40.38
30787001	40.38
30787301	40.38
30787601	40.38
30787901	40.38
30788201	40.38
30788501	40.38
30788801	40.38
30789101	40.38
30789401	40.38
30789701	40.38
30790001	40.38
30790301	40.38
30790601	40.38
30790901	40.38
30791201	40.38
30791501	40.38
30791801	40.38
30792101	40.38
30792401	40.38
30792701	40.38
30793001	40.38
30793301	40.38
30793601	40.38
30793901	21.67
30794182	10.08
30794183	-40.38
30794482	-40.38
30794782	-40.38
30795082	-40.38
30795382	-40.38
30795682	-40.38
30795982	-40.38
30796282	-40.38
30796582	-40.38
30796882	-40.38
30797182	-40.38
30797482	-40.38
30797782	-40.38
30798082	-40.38
30798382	-40.38
30798682	-40.38
30798982	-40.38
30799282	-40.38
30799582	-40.38
30799882	-40.38
30800182	-40.38
30800482	-40.38
30800782	-40.38
30801082	-40.38
30801384	-40.38
30801684	-40.38
30801984	-40.38
30802284	-40.38
30802584	-40.38
30802884	-40.38
30803184	-40.38
30803484	-40.38
30803784	-40.38
30804084	-40.38
30804384	-40.38
30804684	-40.38
30804984	-40.38
30805284	-40.38
30805584	-40.38
30805884	-40.38
30806184	-40.38
30806484	-40.38
30806784	-40.38
30807084	-40.38
30807384	-40.38
30807684	-40.38
30807984	-40.38
30808284	-40.38
30808584	-40.38
30808884	-40.38
30809184	-40.38
30809484	-40.38
30809784	-40.38
30810084	-40.38
30810313	-40.38
30810384	-40.38
30810564	-40.38
30810684	-40.38
30810814	-40.38
30810924	-40.38
30810984	-40.38
30811037	-40.38
30811038	40.38
30811082	40.38
30811152	40.38
30811244	40.38
30811337	40.38
30811475	40.38
30811637	40.38
30811846	40.38
30811937	40.38
30812224	40.38
30812237	40.38
30812537	40.38
30812837	40.38
30813137	40.38
30813437	40.38
30813737	40.38
30814037	40.38
30814337	40.38
30814637	40.38
30814937	40.38
30815237	40.38
30815537	40.38
30815837	40.38
30816137	40.38
30816437	40.38
30816737	40.38
30817037	40.38
30817337	40.38
30817637	40.38
30817937	40.38
30818237	40.38
30818537	40.38
30818837	40.38
30819137	40.38
30819437	40.38
30819737	40.38
30820037	40.38
30820337	40.38
30820637	40.38
30820937	40.38
30821237	40.38
30821537	40.38
30821837	40.38
30822137	40.38
30822437	40.38
30822737	40.38
30823037	40.38
30823337	40.38
30823637	40.38
30823937	40.38
30824237	40.38
30824537	40.38
30824837	40.38
30825137	40.38
30825437	40.38
30825737	40.38
30826037	40.38
30826337	40.38
30826637	40.38
30826937	40.38
30827237	40.38
30827537	40.38
30827837	21.45
30828117	10.08
30828118	-40.38
30828417	-40.38
30828717	-40.38
30829017	-40.38
30829317	-40.38
30829617	-40.38
30829917	-40.38
30830217	-40.38
30830517	-40.38
30830817	-40.38
30831117	-40.38
30831417	-40.38
30831717	-40.38
30832017	-40.38
30832317	-40.38
30832617	-40.38
30832917	-40.38
30833217	-40.38
30833517	-40.38
30833817	-40.38
30834117	-40.38
30834417	-40.38
30834717	-40.38
30835017	-40.38
30835317	-40.38
30835617	-40.38
30835917	-40.38
30836217	-40.38
30836517	-40.38
30836817	-40.38
30837117	-40.38
30837417	-40.38
30837717	-40.38
30838017	-40.38
30838317	-40.38
30838617	-40.38
30838917	-40.38
30839217	-40.38
30839517	-40.38
30839817	-40.38
30840117	-40.38
30840417	-40.38
30840717	-40.38
30841017	-40.38
30841317	-40.38
30841617	-40.38
30841917	-40.38
30842217	-40.38
30842517	-40.38
30842817	-40.38
30843117	-40.38
30843417	-40.38
30843717	-40.38
30844016	-40.38
30844017	-40.38
30844248	-40.38
30844317	-40.38
30844496	-40.38
30844617	-40.38
30844748	-40.38
30844857	-40.38
30844917	-40.38
30844970	-40.38
30844971	40.38
30845016	40.38
30845085	40.38
30845177	40.38
30845270	40.38
30845408	40.38
30845570	40.38
30845778	40.38
30845870	40.38
30846156	40.38
30846170	40.38
30846470	40.38
30846770	40.38
30847070	40.38
30847370	40.38
30847670	40.38
30847970	40.38
30848270	40.38
30848570	40.38
30848870	40.38
30849170	40.38
30849470	40.38
30849770	40.38
30850070	40.38
30850370	40.38
30850670	40.38
30850970	40.38
30851270	40.38
30851570	40.38
30851870	40.38
30852170	40.38
30852470	40.38
